,emp_title,annual_income,homeownership
8597,network technician,61500.0,RENT
8598,driver,84400.0,RENT
8599,director ,140000.0,OWN
8600,assistant ,60000.0,RENT
8601,bookkeeper,109000.0,RENT
8602,ceo,500000.0,MORTGAGE
8603,photographer,103000.0,RENT
8604,partner,105000.0,MORTGAGE
8605,home lending officer,120000.0,RENT
8606,teacher,160000.0,MORTGAGE
8607,teacher,160000.0,MORTGAGE
8608,vice principal,225000.0,RENT
8609,hvac service technician ,60000.0,MORTGAGE
8610,youth development specialist,30000.0,RENT
8611,operator ,48000.0,MORTGAGE
8612,network installer,60000.0,RENT
8613,project accountant,68000.0,MORTGAGE
8614,operations manager,48000.0,RENT
8615,honor health,100000.0,MORTGAGE
8616,owner,65000.0,MORTGAGE
8617,relationship manager,85000.0,RENT
8618,manager,108254.9,RENT
8619,photography agent,170000.0,RENT
8620,owner,160000.0,MORTGAGE
8621,analyst,100000.0,MORTGAGE
8622,chaplain,74000.0,MORTGAGE
8623,salesperson - yearbooks,70000.0,MORTGAGE
8624,coin operator,60000.0,MORTGAGE
8625,owner,193783.0,MORTGAGE
8626,r e appraiser,42000.0,MORTGAGE
8628,driver,75000.0,RENT
8629,claims assistant,51000.0,RENT
8630,parking manager ,40000.0,RENT
8631,vice president,98000.0,MORTGAGE
8632,correctional officer,104000.0,MORTGAGE
8633,implementation consultant,190000.0,MORTGAGE
8634,sales,63000.0,RENT
8635,"supervisor, ada field surveillance",69000.0,MORTGAGE
8637,senior accountant,114000.0,MORTGAGE
8638,marketing coordinator,55000.0,RENT
8639,operations manager,75000.0,MORTGAGE
8640,math teacher,41524.0,RENT
8642,plumber,72800.0,RENT
8643,tool and die maker,70000.0,MORTGAGE
8644,ach product consultant,91000.0,OWN
8645,hr/pr administrator,28500.0,RENT
8646,superintended,72000.0,MORTGAGE
8647,division chief,138000.0,MORTGAGE
8648,senior visual designer,75000.0,RENT
8649,medical assistant ,28500.0,OWN
8650,sales,82000.0,RENT
8651,general manager,135000.0,RENT
8652,truck driver,36609.0,MORTGAGE
8653,senior consultant,69700.0,OWN
8655,police,160000.0,MORTGAGE
8656,construction manager,90000.0,MORTGAGE
8657,project controls supervisor,140000.0,MORTGAGE
8658,billing & admin,50000.0,OWN
8659,manager,85000.0,MORTGAGE
8660,card services supervisor,55000.0,RENT
8661,service plumber,50000.0,OWN
8662,early childhood teacher,10000.0,MORTGAGE
8663,coding facilitator,44000.0,MORTGAGE
8664,teacher,42000.0,MORTGAGE
8665,city council,25000.0,OWN
8666,education site manager,57000.0,RENT
8668,service manager,125000.0,MORTGAGE
8669,director,75000.0,MORTGAGE
8670,vice president - operations,200000.0,MORTGAGE
8671,owner / operator,35000.0,RENT
8672,hair stylist,80000.0,MORTGAGE
8673,pastor,74895.0,RENT
8674,public safety officer,36300.0,OWN
8675,dental assistant,40000.0,MORTGAGE
8676,assistant principal,60000.0,RENT
8677,program mgr,100000.0,MORTGAGE
8678,nail tech,0.0,MORTGAGE
8679,engineer,101000.0,RENT
8680,cardiac tech,60000.0,RENT
8682,marketing specialist,52000.0,RENT
8684,full time hub person,64000.0,RENT
8685,registered nurse,76000.0,MORTGAGE
8687,sales coordinator,95000.0,MORTGAGE
8688,cashier,5500.0,MORTGAGE
8689,assistant manager ,49500.0,MORTGAGE
8690,claims advisor,25000.0,MORTGAGE
8691,engineer,166400.0,OWN
8692,product specialist,27000.0,OWN
8693,co owner,75000.0,RENT
8694,medical assistant,32000.0,MORTGAGE
8695,senior speciailst ,60000.0,RENT
8696,cfo,152000.0,MORTGAGE
8698,technician,110000.0,MORTGAGE
8699,electrician,104000.0,MORTGAGE
8700,senior manager permitting,120000.0,MORTGAGE
8701,administrative assistant,48580.0,MORTGAGE
8702,sales and marketing,56000.0,MORTGAGE
8703,driver,30000.0,MORTGAGE
8704,manager,70000.0,MORTGAGE
8705,quarry manager ,104000.0,RENT
8706,hha,28000.0,RENT
8707,manager,65000.0,MORTGAGE
8708,assistant supervisor,39000.0,MORTGAGE
8709,assistant principal,55000.0,RENT
8710,teachers aide,35000.0,MORTGAGE
8711,accounting specialist,50000.0,RENT
8712,teacher,85000.0,OWN
8713,substitute teacher,35000.0,OWN
8714,paralegal,69000.0,MORTGAGE
8715,project manager,40000.0,RENT
8717,screening supervisor,63000.0,RENT
8718,slot keyperson ,86500.0,RENT
8719,executive director,65000.0,MORTGAGE
8720,admin asst,57000.0,MORTGAGE
8722,delivery driver,55000.0,RENT
8724,rep,98000.0,RENT
8725,maintenence,55000.0,MORTGAGE
8726,production tempering assembly,38000.0,OWN
8727,line operator,48000.0,RENT
8728,public safety manager,95000.0,MORTGAGE
8729,auto technician ,35000.0,MORTGAGE
8730,vp-lending application manager,105000.0,MORTGAGE
8731,sr unix administrator,125000.0,MORTGAGE
8732,research associate,50000.0,RENT
8733,process technician,62000.0,OWN
8734,executive chef,72000.0,MORTGAGE
8735,meatcutter helper,32500.0,RENT
8736,director,142000.0,MORTGAGE
8737,president,70000.0,RENT
8738,supervisor ,104000.0,OWN
8739,driver,69000.0,MORTGAGE
8740,classification sergeant,60000.0,MORTGAGE
8741,assistant general manager,30205.5,MORTGAGE
8742,bookkeeper,53246.0,RENT
8743,quality assurance manager,100000.0,MORTGAGE
8744,vice president regional property mgr,120700.0,MORTGAGE
8745,operating engineer,200000.0,MORTGAGE
8746,exam coordinator/technology specialist,69000.0,MORTGAGE
8747,manager,50000.0,MORTGAGE
8748,camp manager ,45000.0,MORTGAGE
8749,managing member,150000.0,OWN
8750,dueno,28711.0,RENT
8751,owner,11000.0,RENT
8752,executive ceo assistant,109000.0,MORTGAGE
8753,quality control,54000.0,RENT
8754,sales,60000.0,MORTGAGE
8755,broker-associate,351950.0,MORTGAGE
8756,general sales manager,180000.0,MORTGAGE
8757,corporal,150000.0,RENT
8758,merchandiser,15000.0,OWN
8760,town manager,70000.0,MORTGAGE
8761,underwriter,63000.0,MORTGAGE
8762,lead engineer,92290.0,RENT
8763,manager ,45000.0,RENT
8764,inside sales,41000.0,MORTGAGE
8765,project manager ,138000.0,MORTGAGE
8766,rn,56000.0,MORTGAGE
8767,shift supervisor,25000.0,OWN
8768,electrical contractor supervisor,68000.0,MORTGAGE
8769,admin asst,65000.0,OWN
8770,marketing director,52500.0,RENT
8771,chief inspector ,80000.0,MORTGAGE
8772,admin assistant,45000.0,OWN
8773,"information associat, sr",45500.0,OWN
8774,realtor associate,48000.0,OWN
8776,court reporter,85000.0,OWN
8777,superintendent,130000.0,MORTGAGE
8778,mental health worker,37000.0,RENT
8779,legal instruments examiner,50912.0,RENT
8780,technician,50000.0,RENT
8781,firefighter/technician ,140000.0,MORTGAGE
8782,registered nurse,34416.0,RENT
8783,announcer,34235.0,RENT
8784,"director, executive search ",125000.0,MORTGAGE
8785,collections representative ,45000.0,RENT
8786,machine operator,35000.0,RENT
8787,city carrier,100000.0,MORTGAGE
8788,account manager,103000.0,MORTGAGE
8789,fire fighter,72550.0,RENT
8790,"svp, public policy",330000.0,MORTGAGE
8791,mortgage loan processor,55000.0,RENT
8792,sr network engineer,95500.0,MORTGAGE
8794,engineer,59000.0,MORTGAGE
8795,administrative services manager,175933.0,MORTGAGE
8796,owner ,113409.0,MORTGAGE
8797,food scientist,65000.0,MORTGAGE
8798,team leader,60000.0,RENT
8799,sales rep,85000.0,RENT
8800,engineer,150000.0,MORTGAGE
8801,fire and safety engineer,130000.0,MORTGAGE
8802,supervisor ,70000.0,MORTGAGE
8803,flight attendant,100000.0,MORTGAGE
8804,rn,78000.0,MORTGAGE
8805,admin,106500.0,MORTGAGE
8806,rn,60000.0,MORTGAGE
8807,aviation safety inspector,134315.0,MORTGAGE
8808,engineering tech,45000.0,MORTGAGE
8809,benefits clerk,89000.0,MORTGAGE
8810,telecommunications ,57500.0,OWN
8811,trainmaster,102000.0,MORTGAGE
8812,bim manager,112700.0,MORTGAGE
8813,graphic artist,96000.0,RENT
8814,educator,112500.0,RENT
8815,auto worker,52000.0,MORTGAGE
8816,corporate operations director,177000.0,MORTGAGE
8817,help desk technician,34500.0,RENT
8818,aid,15000.0,MORTGAGE
8819,accounting spe,65000.0,RENT
8822,machinist/manager,45000.0,RENT
8823,assistant dir rn,180000.0,MORTGAGE
8824,elementary building engineer ,77900.0,MORTGAGE
8825,houskeepeng ,34000.0,RENT
8826,controller,90000.0,RENT
8827,applications engineer,80000.0,MORTGAGE
8829,administrative,80000.0,MORTGAGE
8830,teacher,49000.0,RENT
8831,e7,93600.0,MORTGAGE
8832,frame builder,50000.0,MORTGAGE
8833,rn,98000.0,MORTGAGE
8834,is specialist,70000.0,MORTGAGE
8835,implementation tech,50000.0,OWN
8836,engineer,50000.0,RENT
8837,personal trainer ,25000.0,RENT
8838,owner,45000.0,OWN
8839,jobsite supervision,175000.0,MORTGAGE
8840,social worker,118000.0,OWN
8841,consultant,105000.0,MORTGAGE
8842,account executive ,159000.0,OWN
8843,firefighter,74000.0,MORTGAGE
8844,waitress,43000.0,RENT
8845,supervisor,90500.0,MORTGAGE
8846,manager,78000.0,RENT
8847,talent acquisition manager,115000.0,RENT
8848,teacher,56000.0,RENT
8849,project engineer,120000.0,MORTGAGE
8850,call center director,128000.0,MORTGAGE
8851,pharmacy manager,120000.0,MORTGAGE
8852,feeder driver,55000.0,RENT
8853,operations mgr,115000.0,RENT
8854,financial analyst,73623.0,MORTGAGE
8855,manager,32500.0,RENT
8856,owner,60705.0,MORTGAGE
8857,corporate chef,70000.0,RENT
8858,stylist,70000.0,RENT
8859,manufacturing systems technician,62000.0,MORTGAGE
8860,lube manager,55000.0,RENT
8861,manager,250000.0,OWN
8862,teacher,40000.0,OWN
8863,senior business process specialist iii,50000.0,OWN
8864,mechanic,48000.0,OWN
8865,owner,42000.0,RENT
8866,revenue manager,72000.0,MORTGAGE
8867,assistant store manager,48450.0,RENT
8868,principal,72200.0,MORTGAGE
8869,manager,32000.0,MORTGAGE
8871,analyst,80000.0,OWN
8872,rv consultant specialist,65000.0,MORTGAGE
8873,vice president,100000.0,OWN
8875,lab tech,50000.0,RENT
8876,manager ,55000.0,RENT
8877,owner,60000.0,MORTGAGE
8878,school psychologist ,71000.0,MORTGAGE
8879,accounting dept ,75000.0,RENT
8880,speech pathologist,100000.0,MORTGAGE
8881,quality assurane test and evaluation,108000.0,RENT
8882,mitigation manager,60000.0,RENT
8883,physician,260000.0,MORTGAGE
8884,sales engineer,250000.0,MORTGAGE
8885,records management specialist,76000.0,RENT
8886,general manager,130000.0,RENT
8887,community director,70000.0,RENT
8888,driver,80000.0,MORTGAGE
8889,software development support,118000.0,MORTGAGE
8890,quality control manager,70000.0,MORTGAGE
8891,electrical ,20000.0,RENT
8892,secretary,35000.0,RENT
8893,loan officer,35000.0,RENT
8894,accountant,128000.0,MORTGAGE
8895,insurance agent,55000.0,RENT
8896,cust svc,60000.0,RENT
8897,cook,22000.0,OWN
8898,administrative/bookkeeper,50000.0,MORTGAGE
8899,key holder,45000.0,RENT
8900,sales ,48000.0,RENT
8901,licensed vocational nurse,35000.0,RENT
8903,cpa,500000.0,MORTGAGE
8904,relationship banker,40000.0,RENT
8905,customer service representative,38500.0,MORTGAGE
8906,contract specialist,100000.0,MORTGAGE
8907,accounting associate,45000.0,MORTGAGE
8909,consultant,82000.0,OWN
8910,medical lab tech,65000.0,MORTGAGE
8911,analyst,56000.0,MORTGAGE
8913,communications specialist ,50000.0,MORTGAGE
8915,pharm tech,40000.0,RENT
8916,driver,60000.0,OWN
8917,seafood manager,58000.0,MORTGAGE
8918,booth renter/stylist,50000.0,RENT
8919,sr security consultant,125000.0,RENT
8920,production,30000.0,RENT
8922,owner,83000.0,RENT
8923,server,30000.0,RENT
8924,software engineer,88500.0,MORTGAGE
8926,supervisor,55000.0,RENT
8927,manager,50000.0,RENT
8928,drover,53000.0,MORTGAGE
8929,legal processes coordinator,60000.0,MORTGAGE
8931,owner,106000.0,MORTGAGE
8932,staff accountant,50000.0,RENT
8933,pta,41000.0,MORTGAGE
8934,owner,450000.0,MORTGAGE
8935,airline captain,440000.0,MORTGAGE
8936,central indiana analogies,26000.0,MORTGAGE
8937,dental assistant,83000.0,MORTGAGE
8938,sps,38000.0,MORTGAGE
8939,president,89000.0,OWN
8940,advisor,106000.0,OWN
8941,writer,30000.0,RENT
8942,ceo,110000.0,OWN
8943,independent contractor ,89748.0,RENT
8944,city carrier assistant,60000.0,RENT
8945,certified medical assistant,55000.0,RENT
8946,b tech,34000.0,MORTGAGE
8947,financial analyst,86000.0,MORTGAGE
8948,carpenter,104000.0,MORTGAGE
8949,truck driver,72000.0,RENT
8950,technical support analyst ,63000.0,MORTGAGE
8951,owner,50000.0,RENT
8952,sr compensation analyst,97500.0,MORTGAGE
8954,quality assurance specialist,83000.0,MORTGAGE
8955,regional credit center assistant manager,100000.0,RENT
8957,senior system engineer,100000.0,MORTGAGE
8958,general manager,71000.0,MORTGAGE
8959,analyst,97000.0,RENT
8961,haul truck driver,52278.85,RENT
8962,customer service advisor,34000.0,MORTGAGE
8964,assistant vice president,319000.0,MORTGAGE
8965,customer success manager,54000.0,RENT
8966,teacher,42000.0,MORTGAGE
8968,strategic account director,110000.0,RENT
8969,sales manager,40400.0,RENT
8970,techinology cooridinator,115000.0,MORTGAGE
8971,day care,36000.0,MORTGAGE
8972,sr social marketing strategist,115000.0,RENT
8973,driver,70000.0,RENT
8974,clerk,56000.0,RENT
8975,lead systems administrator ,118000.0,MORTGAGE
8976,associate,105000.0,OWN
8977,installer/technician,85000.0,MORTGAGE
8978,pilot,71487.0,MORTGAGE
8979,loan processor,27480.0,MORTGAGE
8980,maintenance tech ,50000.0,OWN
8981,registered nurse ,65000.0,OWN
8982,software engineer,120690.0,MORTGAGE
8983,branch manager,80000.0,RENT
8984,sales,60000.0,RENT
8985,rn clinical informatics coordinator ,97000.0,MORTGAGE
8986,software developer,109992.0,RENT
8987,owner ,125000.0,MORTGAGE
8988,housekeeping manager,40000.0,RENT
8989,regional sales manager,52500.0,OWN
8990,house keeper,50000.0,MORTGAGE
8991,teacher'saide,45000.0,MORTGAGE
8993,contracts manager,50000.0,OWN
8994,conusultant,170000.0,RENT
8995,director of career center,105832.0,MORTGAGE
8996,warehouse manager,42000.0,RENT
8997,production manager,94966.0,MORTGAGE
8998,customer service/lpn,55000.0,RENT
8999,pm/pdm tech,105000.0,RENT
9000,broker,60000.0,RENT
9001,vp,2300000.0,MORTGAGE
9002,management & program analyst,151500.0,MORTGAGE
9003,accountant,56000.0,OWN
9004,corporate sales manager,65000.0,MORTGAGE
9005,server ,75000.0,MORTGAGE
9006,advisor,98000.0,MORTGAGE
9007,web front-end designer,38700.0,RENT
9008,work yd,60000.0,RENT
9009,owner,72000.0,MORTGAGE
9010,military officer,120000.0,MORTGAGE
9012,software engineer,120000.0,MORTGAGE
9013,assistant manager of bus schedules,80000.0,OWN
9014,paraprofession,68000.0,MORTGAGE
9015,financial advisor,80000.0,RENT
9016,owner ,110000.0,MORTGAGE
9017,case worker,34000.0,MORTGAGE
9018,nurse practitioner ,120000.0,MORTGAGE
9019,clinical report writer,78000.0,MORTGAGE
9020,speech pathologist supervisor,86000.0,MORTGAGE
9021,mortgage underwriter,41000.0,MORTGAGE
9022,plant manager,90000.0,MORTGAGE
9023,schedule coordinator,54000.0,MORTGAGE
9024,sr solution architect,280000.0,MORTGAGE
9025,accounting adminstrator,50000.0,RENT
9026,legal assistant ,33996.0,MORTGAGE
9027,court officer,60000.0,MORTGAGE
9028,costing administrator,60000.0,OWN
9029,general manager,92000.0,RENT
9030,sr business analyst,87000.0,MORTGAGE
9031,foreman,80000.0,RENT
9032,property manager,68000.0,MORTGAGE
9033,vice president/market manager,125000.0,MORTGAGE
9034,admin,52000.0,MORTGAGE
9035,blackjack dealer,20000.0,OWN
9037,logistics specialist,179443.0,MORTGAGE
9038,systems engineer,112029.0,RENT
9039,lead teacher,34000.0,OWN
9040,supply tech,43000.0,MORTGAGE
9041,export ops supervisor,61175.0,MORTGAGE
9042,commercial cleaner,24000.0,RENT
9043,project manager,45000.0,RENT
9044,supervisor,110000.0,MORTGAGE
9045,labor ,30000.0,OWN
9046,director,93000.0,OWN
9047,server,40000.0,RENT
9048,helo crew chief,72320.0,MORTGAGE
9050,driver,48000.0,RENT
9051,carpenter,75000.0,MORTGAGE
9052,senior network engineer,150000.0,MORTGAGE
9053,server,45000.0,OWN
9054,operating engineer ,89000.0,RENT
9055,supervisor front desk,35000.0,MORTGAGE
9056,senior analyst,40000.0,RENT
9058,supervising attorney,86000.0,RENT
9059,crew member,52000.0,OWN
9060,snr project engineer,128000.0,MORTGAGE
9061,it manager,120000.0,MORTGAGE
9063,paralegal,60000.0,RENT
9064,courier ,30000.0,RENT
9065,psychologist,42000.0,RENT
9066,data entry,27703.0,MORTGAGE
9067,cashier ,22000.0,MORTGAGE
9069,project manager,80000.0,MORTGAGE
9070,truck driver,110000.0,MORTGAGE
9071,active duty,60000.0,MORTGAGE
9072,systems engineer ,165000.0,MORTGAGE
9073,sales person,150000.0,MORTGAGE
9074,sales consultant,104176.66,MORTGAGE
9075,enterprise account executive,210000.0,RENT
9076,truck driver ,70000.0,RENT
9077,svp chief design officer,650000.0,MORTGAGE
9078,bus monitor ,20600.0,OWN
9079,passenger tire builder,60000.0,MORTGAGE
9080,finance mgr,101000.0,MORTGAGE
9081,supervisor ,93000.0,MORTGAGE
9084,management analyst,110000.0,MORTGAGE
9085,car hauler,95000.0,MORTGAGE
9086,maintenance splicer,85000.0,RENT
9087,ceiling mechanic,28000.0,MORTGAGE
9088,supervisor,90540.0,RENT
9089,inventory,57000.0,MORTGAGE
9090,team leader,68000.0,MORTGAGE
9091,shiping and receiving,40000.0,RENT
9092,regional sales manager,100000.0,MORTGAGE
9093,project manager,40000.0,RENT
9094,utility porter,38000.0,MORTGAGE
9095,tech support specialist,43000.0,OWN
9096,residential ast,45000.0,MORTGAGE
9097,director of operations,101000.0,RENT
9098,gs-6,82000.0,MORTGAGE
9099,ceo,56000.0,MORTGAGE
9100,sales assistant ,30000.0,RENT
9101,registered nurse,200000.0,OWN
9102,pharmacist,103000.0,MORTGAGE
9103,technician,51883.0,RENT
9104,training records specialist,42000.0,MORTGAGE
9105,business analyst,109000.0,MORTGAGE
9106,dental hygienist,68000.0,RENT
9107,division chief,265000.0,MORTGAGE
9108,registered nurse,78000.0,MORTGAGE
9109,security officer ,95000.0,MORTGAGE
9110,senior account manager,46422.0,MORTGAGE
9111,construction wireman,35000.0,RENT
9112,mla,45000.0,RENT
9113,asst parts dept manager,70000.0,RENT
9114,retail and brand education specialist,54000.0,RENT
9115,technition,50000.0,MORTGAGE
9116,gaming dealer,38000.0,RENT
9117,corrections officer ,68000.0,MORTGAGE
9118,construction worker,55000.0,OWN
9119,project controls,87000.0,OWN
9120,office assistant,47000.0,OWN
9121,nutrition,32000.0,RENT
9122,salon leader,145000.0,MORTGAGE
9123,accountant,125000.0,OWN
9124,sales,67000.0,MORTGAGE
9125,manager,50000.0,RENT
9126,sr mechanical engineer,105000.0,MORTGAGE
9127,tv broadcaster ,200000.0,RENT
9128,sr system analyst,130000.0,MORTGAGE
9129,maintenance,50000.0,MORTGAGE
9130,social worker,40000.0,MORTGAGE
9132,notasked,87600.0,RENT
9133,senior consultant,64000.0,MORTGAGE
9134,bus operator,55000.0,RENT
9135,manager,160000.0,RENT
9136,senior engineer,77400.0,RENT
9137,body shop manager,45000.0,MORTGAGE
9138,owner,87500.0,RENT
9139,engineer,90000.0,MORTGAGE
9140,personal banker,32000.0,RENT
9141,dispatch,50160.0,RENT
9142,sales representative,30000.0,OWN
9143,equipment operator ,33000.0,RENT
9144,labor relations specialist,55000.0,RENT
9145,executive,92000.0,OWN
9146,production supervisor,93000.0,MORTGAGE
9147,secretary,43000.0,MORTGAGE
9148,social worker,55000.0,RENT
9149,customer service manager,34000.0,RENT
9150,painter,80000.0,RENT
9151,lawyer/partner,130000.0,MORTGAGE
9152,warehouse manager,65000.0,MORTGAGE
9153,heavy equipment mechanic,90000.0,RENT
9155,office manager,81000.0,MORTGAGE
9156,social worker ,115000.0,MORTGAGE
9157,qa project coordinator,50000.0,OWN
9158,senior security analyst,90000.0,MORTGAGE
9159,teacher,35000.0,MORTGAGE
9160,operator machine,35000.0,RENT
9161,program assistant,67760.0,RENT
9163,manager,33000.0,MORTGAGE
9164,shipping ,54000.0,MORTGAGE
9165,hr manager,123000.0,MORTGAGE
9166,accounting manager,52000.0,MORTGAGE
9168,director,80000.0,MORTGAGE
9170,office manager,60000.0,OWN
9171,sales manager,73000.0,MORTGAGE
9172,occupational therapist,60000.0,MORTGAGE
9173,mro purchaser,33000.0,MORTGAGE
9174,signing associate,28000.0,MORTGAGE
9175,quality assurance,65000.0,RENT
9176,software,92000.0,MORTGAGE
9177,programmer,144000.0,MORTGAGE
9178,server,65700.0,RENT
9179,asst manager,58000.0,MORTGAGE
9180,sales,55000.0,MORTGAGE
9181,superintendent of schools,190000.0,OWN
9182,research health science specialist ,105000.0,MORTGAGE
9183,educational aide ,25000.0,MORTGAGE
9184,translations engineer,61000.0,MORTGAGE
9185,farm foreman,150000.0,MORTGAGE
9186,nurse anesthetist,240000.0,MORTGAGE
9187,motor vehicle representative ,46000.0,MORTGAGE
9189,manager,49500.0,MORTGAGE
9190,cyber security specialist,125000.0,MORTGAGE
9191,service tech,90000.0,MORTGAGE
9192,police officer,165000.0,MORTGAGE
9193,superintendant,60000.0,MORTGAGE
9194,technical support,40000.0,RENT
9195,clerk,50000.0,MORTGAGE
9196,bi analyst,76500.0,MORTGAGE
9197,teacher,48000.0,RENT
9198,coiled tubing supervisor,144000.0,MORTGAGE
9199,dock worker,40000.0,RENT
9200,accounting clerk,30000.0,MORTGAGE
9201,special forces warrant officer,206000.0,MORTGAGE
9202,manager,70000.0,MORTGAGE
9203,police officer,88300.0,MORTGAGE
9204,partner physician,300000.0,MORTGAGE
9205,senior loan officer,80000.0,MORTGAGE
9206,superintendent ,220000.0,MORTGAGE
9207,director ,60000.0,MORTGAGE
9208,server engineer,155000.0,MORTGAGE
9209,administration,69467.0,RENT
9210,epic sr analyst,78000.0,MORTGAGE
9211,owner & operator ,120000.0,MORTGAGE
9212,owner ,36000.0,RENT
9213,pharmacist,64000.0,RENT
9214,library specialist,41000.0,OWN
9215,"ecommerce, digital strategy ",128000.0,RENT
9216,it professional,120000.0,MORTGAGE
9217,project manager,70000.0,RENT
9218,pharmcist,151000.0,RENT
9219,owner,130000.0,OWN
9220,managing attorney ,185000.0,MORTGAGE
9221,senior enrollment specialist,115000.0,OWN
9222,assistant ,45000.0,RENT
9223,program manager,65000.0,RENT
9224,form operator ,38000.0,RENT
9225,home health aide,30000.0,RENT
9226,vacation specialist,75000.0,RENT
9227,senior police officer,110000.0,MORTGAGE
9228,owner,100000.0,OWN
9229,service technician,85000.0,MORTGAGE
9230,ssgt / e-5,55944.0,RENT
9231,manager ,192000.0,MORTGAGE
9232,machinist,90000.0,RENT
9233,store manager,100000.0,RENT
9234,accounts payable manager,54000.0,MORTGAGE
9235,warehouse clerk,34000.0,OWN
9236,events coordiantor,58000.0,RENT
9237,field service engineer,72000.0,RENT
9239,creative designer ,95000.0,RENT
9240,faculty,90000.0,MORTGAGE
9241,customer relations manager,67500.0,MORTGAGE
9242,project manager,80000.0,OWN
9243,it supervisor,118000.0,RENT
9244,fire captain,220000.0,RENT
9245,electrician,43600.0,MORTGAGE
9246,home attender ,20000.0,RENT
9247,radiologic technologist,64000.0,MORTGAGE
9248,assistant parts manager,59000.0,OWN
9249,own truckdriver,150000.0,OWN
9250,business loan counselor officer,55000.0,RENT
9251,retail manager,120000.0,RENT
9252,carpenter ,80000.0,MORTGAGE
9253,mobile support analyst,61000.0,RENT
9254,software developper,112000.0,RENT
9255,instructor,90000.0,MORTGAGE
9257,sales representative,225000.0,MORTGAGE
9258,service manager,94000.0,MORTGAGE
9259,courier,70000.0,RENT
9260,network engineer ,130000.0,MORTGAGE
9261,registered nurse,59000.0,MORTGAGE
9262,heavy equipment operator ,70000.0,OWN
9263,rn,63000.0,RENT
9264,pharmacy technician ,50000.0,RENT
9265,manager,80000.0,MORTGAGE
9266,quality assurance manager,100000.0,RENT
9267,account manager,160000.0,MORTGAGE
9269,marketing coordinator,40000.0,RENT
9270,auditor,90000.0,RENT
9271,graphic designer,120000.0,OWN
9274,registered nurse,130000.0,RENT
9275,handyman,62000.0,RENT
9276,project manager,100000.0,RENT
9277,operator,72000.0,MORTGAGE
9278,directional driller,160000.0,MORTGAGE
9279,special events and marketing assistant,46000.0,OWN
9280,manager,60000.0,RENT
9281,case manager,46500.0,RENT
9283,inside sales,40000.0,RENT
9284,project manager,76000.0,MORTGAGE
9286,patient access representative ,26000.0,RENT
9287,inkjet lead operator,50000.0,OWN
9288,service manager,48000.0,RENT
9289,office manager,32000.0,RENT
9290,team leader,65000.0,MORTGAGE
9291,rural carrier,75000.0,MORTGAGE
9292,bank manager,53000.0,RENT
9293,police assistant,58000.0,MORTGAGE
9294,office manager,62400.0,RENT
9295,cfo,290000.0,MORTGAGE
9298,practice coordinator ,44000.0,RENT
9299,controller,68000.0,MORTGAGE
9300,track welder,125000.0,MORTGAGE
9301,police officer 2,115000.0,OWN
9302,interim dean of students,71500.0,RENT
9303,senior compounder operator,84000.0,MORTGAGE
9304,technical support,96500.0,RENT
9305,produce manager,28000.0,MORTGAGE
9306,team leader,75000.0,OWN
9307,medical technician,39400.0,MORTGAGE
9308,case manager,40296.0,MORTGAGE
9309,specialist 2,32344.0,MORTGAGE
9310,maintenance,45000.0,OWN
9311,qa supervisor ,70000.0,MORTGAGE
9312,accountant,58000.0,RENT
9315,director of dining services,58000.0,RENT
9316,technician,38000.0,RENT
9318,producer ,19000.0,MORTGAGE
9319,tier 1 tech support,42000.0,OWN
9320,research coordinator ,35000.0,MORTGAGE
9321,manager,72000.0,MORTGAGE
9322,lead,45000.0,MORTGAGE
9323,radiologic technologist ,60000.0,MORTGAGE
9324,business analyst,60000.0,RENT
9326,project manager,105000.0,RENT
9327,test tech,90000.0,MORTGAGE
9328,system analyst,40000.0,RENT
9329,trial paralegal and realtor,109600.0,MORTGAGE
9330,regional telephony manager,121000.0,MORTGAGE
9331,assistant professor,118000.0,RENT
9332,production specialist,37000.0,RENT
9333,qa supervisor,58240.0,OWN
9334,retail market manager,71000.0,MORTGAGE
9335,analyst,93500.0,RENT
9336,owner,45000.0,MORTGAGE
9337,sarety security officer,70000.0,RENT
9338,machine operator,65000.0,MORTGAGE
9339,produce clerk,29000.0,RENT
9341,store brand leader,75000.0,RENT
9342,sr claims examiner,75000.0,MORTGAGE
9343,night auditor,28000.0,RENT
9344,president/owner,140000.0,RENT
9345,lexus service,40000.0,RENT
9346,teachers,50000.0,MORTGAGE
9348,air traffic controller,126000.0,MORTGAGE
9349,engineer,86110.0,MORTGAGE
9350,carpinter,70000.0,RENT
9351,program coordinator,47000.0,MORTGAGE
9352,vp marketing promotions,96000.0,RENT
9353,services principal,154000.0,MORTGAGE
9354,manager,56000.0,RENT
9355,vice president,142000.0,RENT
9356,"manager, software delivery",129000.0,MORTGAGE
9357,foreman,90000.0,RENT
9358,aviation maintenance technician,55000.0,MORTGAGE
9359,manager,90000.0,RENT
9362,teacher,91000.0,RENT
9363,assistant project manager,85410.0,MORTGAGE
9364,office manager,120000.0,MORTGAGE
9365,surgical nurse,145000.0,MORTGAGE
9366,dentist,420000.0,MORTGAGE
9368,maintainance,55000.0,MORTGAGE
9369,glasser,40000.0,MORTGAGE
9370,security officer,90000.0,MORTGAGE
9371,evaluation analyst,42000.0,RENT
9372,server,85000.0,OWN
9373,pilot,78000.0,RENT
9374,teacher ,139000.0,MORTGAGE
